# Force coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 1.00000000e-01
# Aref          : 1.00000000e-03
# CofR          : (2.00000000e-01 2.00000000e-01 5.00000000e-03)
#
# Time          	Cd              	Cs              	Cl              	CmRoll          	CmPitch         	CmYaw           	Cd(f)           	Cd(r)           	Cs(f)           	Cs(r)           	Cl(f)           	Cl(r)           
2.3255          	3.07228036e+00	-2.04481397e-16	2.01144205e-01	9.67907526e-17	4.15872196e-03	-4.74308476e-17	1.53614018e+00	1.53614018e+00	-1.49671546e-16	-5.48098510e-17	1.04730825e-01	9.64133807e-02
2.326           	3.07230893e+00	-2.04808002e-16	2.05709961e-01	9.69408417e-17	4.16257880e-03	-4.73621452e-17	1.53615447e+00	1.53615447e+00	-1.49766146e-16	-5.50418556e-17	1.07017560e-01	9.86924019e-02
2.3265          	3.07233415e+00	-2.05144783e-16	2.10361935e-01	9.70947956e-17	4.16599129e-03	-4.72922096e-17	1.53616707e+00	1.53616707e+00	-1.49864601e-16	-5.52801818e-17	1.09346959e-01	1.01014976e-01
2.327           	3.07242246e+00	-2.05447755e-16	2.14689566e-01	9.72377121e-17	4.16896560e-03	-4.72273553e-17	1.53621123e+00	1.53621123e+00	-1.49951233e-16	-5.54965223e-17	1.11513749e-01	1.03175817e-01
2.3275          	3.07245541e+00	-2.05763780e-16	2.19126004e-01	9.73859161e-17	4.17150235e-03	-4.71585238e-17	1.53622771e+00	1.53622771e+00	-1.50040414e-16	-5.57233663e-17	1.13734504e-01	1.05391499e-01
2.328           	3.07248563e+00	-2.06092677e-16	2.23730009e-01	9.75373587e-17	4.17359223e-03	-4.70891681e-17	1.53624282e+00	1.53624282e+00	-1.50135506e-16	-5.59571703e-17	1.16038597e-01	1.07691412e-01
2.3285          	3.07255993e+00	-2.06400115e-16	2.28098615e-01	9.76819347e-17	4.17523985e-03	-4.70231940e-17	1.53627996e+00	1.53627996e+00	-1.50223252e-16	-5.61768637e-17	1.18224547e-01	1.09874068e-01
2.329           	3.07263217e+00	-2.06699432e-16	2.32417905e-01	9.78241457e-17	4.17644679e-03	-4.69573902e-17	1.53631608e+00	1.53631608e+00	-1.50307106e-16	-5.63923260e-17	1.20385399e-01	1.12032506e-01
2.3295          	3.07269758e+00	-2.07011432e-16	2.36854107e-01	9.79699993e-17	4.17720496e-03	-4.68906259e-17	1.53634879e+00	1.53634879e+00	-1.50396342e-16	-5.66150900e-17	1.22604258e-01	1.14249848e-01
2.33            	3.07276219e+00	-2.07319812e-16	2.41232449e-01	9.81158388e-17	4.17752456e-03	-4.68236855e-17	1.53638109e+00	1.53638109e+00	-1.50483591e-16	-5.68362203e-17	1.24793749e-01	1.16438700e-01
2.3305          	3.07282207e+00	-2.07621770e-16	2.45537822e-01	9.82584082e-17	4.17740320e-03	-4.67578553e-17	1.53641104e+00	1.53641104e+00	-1.50568740e-16	-5.70530296e-17	1.26946314e-01	1.18591508e-01
2.331           	3.07288548e+00	-2.07919394e-16	2.49861649e-01	9.84000734e-17	4.17683672e-03	-4.66917195e-17	1.53644274e+00	1.53644274e+00	-1.50651416e-16	-5.72679774e-17	1.29107661e-01	1.20753988e-01
2.3315          	3.07296275e+00	-2.08210782e-16	2.54099694e-01	9.85399409e-17	4.17582629e-03	-4.66265629e-17	1.53648137e+00	1.53648137e+00	-1.50731954e-16	-5.74788278e-17	1.31225673e-01	1.22874021e-01
2.332           	3.07303692e+00	-2.08519694e-16	2.58489897e-01	9.86845779e-17	4.17436422e-03	-4.65608055e-17	1.53651846e+00	1.53651846e+00	-1.50820653e-16	-5.76990417e-17	1.33419313e-01	1.25070584e-01
2.3325          	3.07312190e+00	-2.08810003e-16	2.62714033e-01	9.88237712e-17	4.17245627e-03	-4.64962245e-17	1.53656095e+00	1.53656095e+00	-1.50901226e-16	-5.79087772e-17	1.35529473e-01	1.27184560e-01
2.333           	3.07320455e+00	-2.09101929e-16	2.66969560e-01	9.89632432e-17	4.17010183e-03	-4.64316610e-17	1.53660228e+00	1.53660228e+00	-1.50982626e-16	-5.81193036e-17	1.37654882e-01	1.29314678e-01
2.3335          	3.07327829e+00	-2.09400027e-16	2.71241540e-01	9.91049714e-17	4.16730076e-03	-4.63662751e-17	1.53663915e+00	1.53663915e+00	-1.51066289e-16	-5.83337385e-17	1.39788071e-01	1.31453469e-01
2.334           	3.07336963e+00	-2.09687187e-16	2.75431432e-01	9.92430308e-17	4.16405244e-03	-4.63023494e-17	1.53668482e+00	1.53668482e+00	-1.51145943e-16	-5.85412441e-17	1.41879768e-01	1.33551663e-01
2.3345          	3.07348118e+00	-2.09959184e-16	2.79503752e-01	9.93757741e-17	4.16036004e-03	-4.62406280e-17	1.53674059e+00	1.53674059e+00	-1.51220220e-16	-5.87389642e-17	1.43912236e-01	1.35591516e-01
2.335           	3.07355820e+00	-2.10251751e-16	2.83748755e-01	9.95154524e-17	4.15621809e-03	-4.61758477e-17	1.53677910e+00	1.53677910e+00	-1.51301723e-16	-5.89500281e-17	1.46030596e-01	1.37718160e-01
2.3355          	3.07365599e+00	-2.10536132e-16	2.87853721e-01	9.96527276e-17	4.15163022e-03	-4.61125947e-17	1.53682800e+00	1.53682800e+00	-1.51380661e-16	-5.91554711e-17	1.48078491e-01	1.39775231e-01
2.336           	3.07376102e+00	-2.10795894e-16	2.91835744e-01	9.97819413e-17	4.14660047e-03	-4.60509953e-17	1.53688051e+00	1.53688051e+00	-1.51448942e-16	-5.93469516e-17	1.50064472e-01	1.41771271e-01
2.3365          	3.07385542e+00	-2.11084030e-16	2.96060790e-01	9.99197239e-17	4.14111859e-03	-4.59876074e-17	1.53692771e+00	1.53692771e+00	-1.51529622e-16	-5.95544074e-17	1.52171514e-01	1.43889276e-01
2.337           	3.07395390e+00	-2.11361657e-16	3.00193026e-01	1.00053242e-16	4.13518447e-03	-4.59255829e-17	1.53697695e+00	1.53697695e+00	-1.51606411e-16	-5.97552455e-17	1.54231698e-01	1.45961329e-01
2.3375          	3.07405775e+00	-2.11634225e-16	3.04209633e-01	1.00186346e-16	4.12880798e-03	-4.58638943e-17	1.53702887e+00	1.53702887e+00	-1.51681007e-16	-5.99532184e-17	1.56233625e-01	1.47976009e-01
2.338           	3.07417499e+00	-2.11905353e-16	3.08167725e-01	1.00318831e-16	4.12198716e-03	-4.58031181e-17	1.53708749e+00	1.53708749e+00	-1.51755795e-16	-6.01495584e-17	1.58205850e-01	1.49961876e-01
2.3385          	3.07428687e+00	-2.12175117e-16	3.12216706e-01	1.00450304e-16	4.11471848e-03	-4.57421430e-17	1.53714344e+00	1.53714344e+00	-1.51829702e-16	-6.03454156e-17	1.60223071e-01	1.51993634e-01
2.339           	3.07439699e+00	-2.12431549e-16	3.16166826e-01	1.00577469e-16	4.10700161e-03	-4.56817266e-17	1.53719850e+00	1.53719850e+00	-1.51897501e-16	-6.05340477e-17	1.62190415e-01	1.53976411e-01
2.3395          	3.07451521e+00	-2.12692979e-16	3.20096261e-01	1.00706322e-16	4.09883989e-03	-4.56217810e-17	1.53725761e+00	1.53725761e+00	-1.51968270e-16	-6.07247084e-17	1.64146971e-01	1.55949291e-01
2.34            	3.07464851e+00	-2.12946818e-16	3.23948418e-01	1.00832586e-16	4.09023318e-03	-4.55630946e-17	1.53732425e+00	1.53732425e+00	-1.52036503e-16	-6.09103142e-17	1.66064442e-01	1.57883976e-01
2.3405          	3.07474748e+00	-2.13203086e-16	3.27858383e-01	1.00960019e-16	4.08118357e-03	-4.55023842e-17	1.53737374e+00	1.53737374e+00	-1.52103927e-16	-6.10991588e-17	1.68010375e-01	1.59848008e-01
2.341           	3.07487082e+00	-2.13459218e-16	3.31758060e-01	1.01086580e-16	4.07168679e-03	-4.54434145e-17	1.53743541e+00	1.53743541e+00	-1.52173023e-16	-6.12861944e-17	1.69950717e-01	1.61807343e-01
2.3415          	3.07500054e+00	-2.13718765e-16	3.35647569e-01	1.01214122e-16	4.06174236e-03	-4.53847953e-17	1.53750027e+00	1.53750027e+00	-1.52244178e-16	-6.14745871e-17	1.71885527e-01	1.63762042e-01
2.342           	3.07514669e+00	-2.13958238e-16	3.39341814e-01	1.01335491e-16	4.05135663e-03	-4.53280619e-17	1.53757334e+00	1.53757334e+00	-1.52307181e-16	-6.16510570e-17	1.73722263e-01	1.65619550e-01
2.3425          	3.07525377e+00	-2.14212900e-16	3.43248272e-01	1.01461354e-16	4.04052515e-03	-4.52687295e-17	1.53762689e+00	1.53762689e+00	-1.52375180e-16	-6.18377205e-17	1.75664661e-01	1.67583611e-01
2.343           	3.07539229e+00	-2.14453141e-16	3.46980515e-01	1.01582446e-16	4.02925009e-03	-4.52119012e-17	1.53769615e+00	1.53769615e+00	-1.52438472e-16	-6.20146690e-17	1.77519508e-01	1.69461007e-01
2.3435          	3.07554179e+00	-2.14691250e-16	3.50660791e-01	1.01702878e-16	4.01753273e-03	-4.51558554e-17	1.53777090e+00	1.53777090e+00	-1.52501480e-16	-6.21897694e-17	1.79347928e-01	1.71312863e-01
2.344           	3.07568657e+00	-2.14926728e-16	3.54342599e-01	1.01821992e-16	4.00537367e-03	-4.51002251e-17	1.53784328e+00	1.53784328e+00	-1.52563589e-16	-6.23631389e-17	1.81176673e-01	1.73165926e-01
2.3445          	3.07582847e+00	-2.15154066e-16	3.57934848e-01	1.01939041e-16	3.99277613e-03	-4.50445556e-17	1.53791423e+00	1.53791423e+00	-1.52621589e-16	-6.25324775e-17	1.82960200e-01	1.74974648e-01
2.345           	3.07595618e+00	-2.15402382e-16	3.61705225e-01	1.02062164e-16	3.97973382e-03	-4.49875964e-17	1.53797809e+00	1.53797809e+00	-1.52688787e-16	-6.27135945e-17	1.84832346e-01	1.76872879e-01
2.3455          	3.07611826e+00	-2.15630619e-16	3.65293892e-01	1.02178513e-16	3.96625055e-03	-4.49336402e-17	1.53805913e+00	1.53805913e+00	-1.52748950e-16	-6.28816692e-17	1.86613197e-01	1.78680696e-01
2.346           	3.07627248e+00	-2.15852819e-16	3.68863293e-01	1.02292731e-16	3.95232808e-03	-4.48798371e-17	1.53813624e+00	1.53813624e+00	-1.52806247e-16	-6.30465727e-17	1.88383975e-01	1.80479319e-01
2.3465          	3.07639818e+00	-2.16079453e-16	3.72452581e-01	1.02409258e-16	3.93796869e-03	-4.48239194e-17	1.53819909e+00	1.53819909e+00	-1.52863646e-16	-6.32158069e-17	1.90164259e-01	1.82288322e-01
2.347           	3.07656147e+00	-2.16294405e-16	3.75929312e-01	1.02521048e-16	3.92317051e-03	-4.47711464e-17	1.53828074e+00	1.53828074e+00	-1.52918349e-16	-6.33760563e-17	1.91887826e-01	1.84041485e-01
2.3475          	3.07671998e+00	-2.16506533e-16	3.79367846e-01	1.02632086e-16	3.90793600e-03	-4.47183820e-17	1.53835999e+00	1.53835999e+00	-1.52971648e-16	-6.35348845e-17	1.93591859e-01	1.85775987e-01
2.348           	3.07685712e+00	-2.16733662e-16	3.82916848e-01	1.02748010e-16	3.89226214e-03	-4.46638251e-17	1.53842856e+00	1.53842856e+00	-1.53030656e-16	-6.37030058e-17	1.95350686e-01	1.87566162e-01
2.3485          	3.07704618e+00	-2.16937914e-16	3.86268000e-01	1.02855228e-16	3.87616401e-03	-4.46143251e-17	1.53852309e+00	1.53852309e+00	-1.53083282e-16	-6.38546320e-17	1.97010164e-01	1.89257836e-01
2.349           	3.07720593e+00	-2.17147019e-16	3.89633716e-01	1.02965034e-16	3.85963372e-03	-4.45623893e-17	1.53860296e+00	1.53860296e+00	-1.53135899e-16	-6.40111204e-17	1.98676492e-01	1.90957224e-01
2.3495          	3.07737230e+00	-2.17352711e-16	3.93004831e-01	1.03073040e-16	3.84266981e-03	-4.45115216e-17	1.53868615e+00	1.53868615e+00	-1.53187877e-16	-6.41648340e-17	2.00345085e-01	1.92659746e-01
2.35            	3.07754146e+00	-2.17561658e-16	3.96364792e-01	1.03182485e-16	3.82527236e-03	-4.44604305e-17	1.53877073e+00	1.53877073e+00	-1.53241260e-16	-6.43203987e-17	2.02007668e-01	1.94357124e-01
2.3505          	3.07770206e+00	-2.17760297e-16	3.99654323e-01	1.03287927e-16	3.80744222e-03	-4.44099620e-17	1.53885103e+00	1.53885103e+00	-1.53290111e-16	-6.44701866e-17	2.03634604e-01	1.96019719e-01
2.351           	3.07787879e+00	-2.17956476e-16	4.02939080e-01	1.03391682e-16	3.78918248e-03	-4.43612025e-17	1.53893940e+00	1.53893940e+00	-1.53339440e-16	-6.46170353e-17	2.05258723e-01	1.97680358e-01
2.3515          	3.07806542e+00	-2.18147208e-16	4.06152535e-01	1.03493841e-16	3.77049126e-03	-4.43130170e-17	1.53903271e+00	1.53903271e+00	-1.53386621e-16	-6.47605871e-17	2.06846759e-01	1.99305776e-01
2.352           	3.07822464e+00	-2.18339381e-16	4.09362064e-01	1.03597293e-16	3.75137077e-03	-4.42630791e-17	1.53911232e+00	1.53911232e+00	-1.53432770e-16	-6.49066114e-17	2.08432403e-01	2.00929661e-01
2.3525          	3.07840057e+00	-2.18526310e-16	4.12520344e-01	1.03698541e-16	3.73182260e-03	-4.42146855e-17	1.53920028e+00	1.53920028e+00	-1.53477840e-16	-6.50484694e-17	2.09991994e-01	2.02528349e-01
2.353           	3.07859469e+00	-2.18696864e-16	4.15506866e-01	1.03794568e-16	3.71185409e-03	-4.41682834e-17	1.53929735e+00	1.53929735e+00	-1.53516715e-16	-6.51801487e-17	2.11465287e-01	2.04041579e-01
2.3535          	3.07877281e+00	-2.18883594e-16	4.18671055e-01	1.03894960e-16	3.69145712e-03	-4.41206792e-17	1.53938640e+00	1.53938640e+00	-1.53562476e-16	-6.53211177e-17	2.13026984e-01	2.05644070e-01
2.354           	3.07896199e+00	-2.19060229e-16	4.21740569e-01	1.03991766e-16	3.67062726e-03	-4.40740343e-17	1.53948099e+00	1.53948099e+00	-1.53604149e-16	-6.54560800e-17	2.14540912e-01	2.07199657e-01
2.3545          	3.07915061e+00	-2.19235036e-16	4.24757305e-01	1.04088230e-16	3.64938429e-03	-4.40282938e-17	1.53957531e+00	1.53957531e+00	-1.53645812e-16	-6.55892241e-17	2.16028037e-01	2.08729268e-01
2.355           	3.07933721e+00	-2.19399955e-16	4.27686870e-01	1.04181912e-16	3.62772957e-03	-4.39827645e-17	1.53966860e+00	1.53966860e+00	-1.53682742e-16	-6.57172128e-17	2.17471165e-01	2.10215705e-01
2.3555          	3.07952655e+00	-2.19581369e-16	4.30691222e-01	1.04280204e-16	3.60565555e-03	-4.39371780e-17	1.53976327e+00	1.53976327e+00	-1.53727862e-16	-6.58535064e-17	2.18951267e-01	2.11739955e-01
2.356           	3.07970342e+00	-2.19736986e-16	4.33605517e-01	1.04370259e-16	3.58316862e-03	-4.38920726e-17	1.53985171e+00	1.53985171e+00	-1.53760565e-16	-6.59764202e-17	2.20385927e-01	2.13219590e-01
2.3565          	3.07989106e+00	-2.19895881e-16	4.36467093e-01	1.04461454e-16	3.56026671e-03	-4.38474328e-17	1.53994553e+00	1.53994553e+00	-1.53795373e-16	-6.61005079e-17	2.21793813e-01	2.14673280e-01
2.357           	3.08008435e+00	-2.20028611e-16	4.39227100e-01	1.04543127e-16	3.53695382e-03	-4.38050904e-17	1.54004218e+00	1.54004218e+00	-1.53819396e-16	-6.62092153e-17	2.23150504e-01	2.16076596e-01
2.3575          	3.08028827e+00	-2.20200112e-16	4.41974682e-01	1.04638632e-16	3.51322856e-03	-4.37612688e-17	1.54014414e+00	1.54014414e+00	-1.53861325e-16	-6.63387874e-17	2.24500569e-01	2.17474112e-01
2.358           	3.08045970e+00	-2.20366670e-16	4.44889818e-01	1.04731521e-16	3.48908968e-03	-4.37163791e-17	1.54022985e+00	1.54022985e+00	-1.53899714e-16	-6.64669562e-17	2.25933999e-01	2.18955819e-01
2.3585          	3.08068394e+00	-2.20509264e-16	4.47570696e-01	1.04815892e-16	3.46455349e-03	-4.36764061e-17	1.54034197e+00	1.54034197e+00	-1.53931038e-16	-6.65782261e-17	2.27249901e-01	2.20320794e-01
2.359           	3.08089767e+00	-2.20646118e-16	4.50211764e-01	1.04898644e-16	3.43961294e-03	-4.36359219e-17	1.54044883e+00	1.54044883e+00	-1.53958981e-16	-6.66871370e-17	2.28545495e-01	2.21666269e-01
2.3595          	3.08109165e+00	-2.20792904e-16	4.52899903e-01	1.04984774e-16	3.41426648e-03	-4.35940397e-17	1.54054582e+00	1.54054582e+00	-1.53990492e-16	-6.68024124e-17	2.29864218e-01	2.23035685e-01
2.36            	3.08130822e+00	-2.20928176e-16	4.55506539e-01	1.05066518e-16	3.38852336e-03	-4.35545911e-17	1.54065411e+00	1.54065411e+00	-1.54018679e-16	-6.69094970e-17	2.31141793e-01	2.24364746e-01
2.3605          	3.08151329e+00	-2.21062913e-16	4.58094278e-01	1.05148247e-16	3.36237761e-03	-4.35145228e-17	1.54075665e+00	1.54075665e+00	-1.54045979e-16	-6.70169338e-17	2.32409516e-01	2.25684761e-01
2.361           	3.08171384e+00	-2.21185672e-16	4.60574730e-01	1.05226571e-16	3.33583098e-03	-4.34745273e-17	1.54085692e+00	1.54085692e+00	-1.54067363e-16	-6.71183085e-17	2.33623196e-01	2.26951534e-01
2.3615          	3.08193972e+00	-2.21299907e-16	4.62952862e-01	1.05301274e-16	3.30888750e-03	-4.34370918e-17	1.54096986e+00	1.54096986e+00	-1.54087045e-16	-6.72128618e-17	2.34785318e-01	2.28167543e-01
2.362           	3.08212458e+00	-2.21434821e-16	4.65526152e-01	1.05382413e-16	3.28154537e-03	-4.33968465e-17	1.54106229e+00	1.54106229e+00	-1.54114257e-16	-6.73205641e-17	2.36044621e-01	2.29481531e-01
2.3625          	3.08230903e+00	-2.21555314e-16	4.68007565e-01	1.05459365e-16	3.25380906e-03	-4.33569137e-17	1.54115452e+00	1.54115452e+00	-1.54134571e-16	-6.74207434e-17	2.37257591e-01	2.30749973e-01
2.363           	3.08255600e+00	-2.21648994e-16	4.70212803e-01	1.05526576e-16	3.22568294e-03	-4.33225458e-17	1.54127800e+00	1.54127800e+00	-1.54147043e-16	-6.75019513e-17	2.38332085e-01	2.31880719e-01
2.3635          	3.08274369e+00	-2.21764066e-16	4.72644625e-01	1.05600959e-16	3.19717008e-03	-4.32841884e-17	1.54137184e+00	1.54137184e+00	-1.54166221e-16	-6.75978443e-17	2.39519483e-01	2.33125143e-01
2.364           	3.08294371e+00	-2.21838814e-16	4.74970241e-01	1.05661050e-16	3.16827145e-03	-4.32488859e-17	1.54147186e+00	1.54147186e+00	-1.54168293e-16	-6.76705212e-17	2.40653392e-01	2.34316849e-01
2.3645          	3.08315688e+00	-2.21953920e-16	4.77164969e-01	1.05736324e-16	3.13898947e-03	-4.32118084e-17	1.54157844e+00	1.54157844e+00	-1.54188768e-16	-6.77651516e-17	2.41721474e-01	2.35443495e-01
2.365           	3.08342378e+00	-2.22193432e-16	4.79418001e-01	1.05854254e-16	3.10931614e-03	-4.31716330e-17	1.54171189e+00	1.54171189e+00	-1.54268349e-16	-6.79250829e-17	2.42818316e-01	2.36599684e-01
2.3655          	3.08370343e+00	-2.22356313e-16	4.81474373e-01	1.05945356e-16	3.07925863e-03	-4.31363996e-17	1.54185172e+00	1.54185172e+00	-1.54314556e-16	-6.80417567e-17	2.43816445e-01	2.37657928e-01
2.366           	3.08384549e+00	-2.22282038e-16	4.83558209e-01	1.05953966e-16	3.04883286e-03	-4.31060382e-17	1.54192275e+00	1.54192275e+00	-1.54247057e-16	-6.80349808e-17	2.44827937e-01	2.38730272e-01
2.3665          	3.08403145e+00	-2.22334270e-16	4.85706098e-01	1.06006262e-16	3.01803133e-03	-4.30718153e-17	1.54201573e+00	1.54201573e+00	-1.54238950e-16	-6.80953198e-17	2.45871080e-01	2.39835018e-01
2.367           	3.08422954e+00	-2.22361996e-16	4.87733742e-01	1.06049797e-16	2.98686022e-03	-4.30402765e-17	1.54211477e+00	1.54211477e+00	-1.54221275e-16	-6.81407215e-17	2.46853731e-01	2.40880011e-01
2.3675          	3.08446832e+00	-2.22503789e-16	4.89764802e-01	1.06133392e-16	2.95531389e-03	-4.30048863e-17	1.54223416e+00	1.54223416e+00	-1.54256781e-16	-6.82470082e-17	2.47837715e-01	2.41927087e-01
2.368           	3.08470413e+00	-2.22597680e-16	4.91721210e-01	1.06199926e-16	2.92339195e-03	-4.29719240e-17	1.54235206e+00	1.54235206e+00	-1.54270764e-16	-6.83269159e-17	2.48783997e-01	2.42937213e-01
2.3685          	3.08493598e+00	-2.22669725e-16	4.93611020e-01	1.06258849e-16	2.89110243e-03	-4.29400195e-17	1.54246799e+00	1.54246799e+00	-1.54274882e-16	-6.83948428e-17	2.49696613e-01	2.43914408e-01
2.369           	3.08514240e+00	-2.22715667e-16	4.95483060e-01	1.06309107e-16	2.85845807e-03	-4.29085727e-17	1.54257120e+00	1.54257120e+00	-1.54266406e-16	-6.84492609e-17	2.50599988e-01	2.44883072e-01
2.3695          	3.08537645e+00	-2.22794515e-16	4.97246652e-01	1.06371090e-16	2.82545885e-03	-4.28770550e-17	1.54268822e+00	1.54268822e+00	-1.54274313e-16	-6.85202028e-17	2.51448785e-01	2.45797867e-01
2.37            	3.08561090e+00	-2.22845436e-16	4.98915494e-01	1.06423407e-16	2.79210647e-03	-4.28473515e-17	1.54280545e+00	1.54280545e+00	-1.54270069e-16	-6.85753663e-17	2.52249854e-01	2.46665641e-01
2.3705          	3.08581620e+00	-2.22920619e-16	5.00820811e-01	1.06482918e-16	2.75839536e-03	-4.28153512e-17	1.54290810e+00	1.54290810e+00	-1.54275661e-16	-6.86449581e-17	2.53168801e-01	2.47652010e-01
2.371           	3.08604253e+00	-2.22967097e-16	5.02451799e-01	1.06533589e-16	2.72433463e-03	-4.27857712e-17	1.54302127e+00	1.54302127e+00	-1.54269319e-16	-6.86977770e-17	2.53950234e-01	2.48501565e-01
2.3715          	3.08624538e+00	-2.23028955e-16	5.04225874e-01	1.06588822e-16	2.68992212e-03	-4.27546291e-17	1.54312269e+00	1.54312269e+00	-1.54269107e-16	-6.87598485e-17	2.54802859e-01	2.49423015e-01
2.372           	3.08647688e+00	-2.23060073e-16	5.05724762e-01	1.06634359e-16	2.65516494e-03	-4.27263941e-17	1.54323844e+00	1.54323844e+00	-1.54256430e-16	-6.88036422e-17	2.55517546e-01	2.50207216e-01
2.3725          	3.08670604e+00	-2.23109051e-16	5.07362086e-01	1.06684696e-16	2.62006017e-03	-4.26980203e-17	1.54335302e+00	1.54335302e+00	-1.54252546e-16	-6.88565054e-17	2.56301103e-01	2.51060983e-01
2.373           	3.08691668e+00	-2.23141475e-16	5.08845230e-01	1.06730786e-16	2.58461614e-03	-4.26689682e-17	1.54345834e+00	1.54345834e+00	-1.54239706e-16	-6.89017694e-17	2.57007231e-01	2.51837999e-01
2.3735          	3.08714166e+00	-2.23171229e-16	5.10281279e-01	1.06775750e-16	2.54883262e-03	-4.26409586e-17	1.54357083e+00	1.54357083e+00	-1.54226573e-16	-6.89446558e-17	2.57689472e-01	2.52591807e-01
2.374           	3.08738408e+00	-2.23200237e-16	5.11738731e-01	1.06818884e-16	2.51271179e-03	-4.26153615e-17	1.54369204e+00	1.54369204e+00	-1.54215480e-16	-6.89847570e-17	2.58382077e-01	2.53356654e-01
2.3745          	3.08759102e+00	-2.23216430e-16	5.13067116e-01	1.06859618e-16	2.47626066e-03	-4.25874252e-17	1.54379551e+00	1.54379551e+00	-1.54195640e-16	-6.90207899e-17	2.59009819e-01	2.54057298e-01
2.375           	3.08781461e+00	-2.23244956e-16	5.14478609e-01	1.06903060e-16	2.43947580e-03	-4.25607595e-17	1.54390730e+00	1.54390730e+00	-1.54183237e-16	-6.90617185e-17	2.59678780e-01	2.54799829e-01
2.3755          	3.08802484e+00	-2.23258218e-16	5.15764002e-01	1.06942415e-16	2.40236453e-03	-4.25337069e-17	1.54401242e+00	1.54401242e+00	-1.54162816e-16	-6.90954021e-17	2.60284365e-01	2.55479636e-01
2.376           	3.08823724e+00	-2.23263335e-16	5.17023188e-01	1.06978683e-16	2.36492837e-03	-4.25075021e-17	1.54411862e+00	1.54411862e+00	-1.54139170e-16	-6.91241653e-17	2.60876522e-01	2.56146666e-01
2.3765          	3.08847259e+00	-2.23270033e-16	5.18163504e-01	1.07015461e-16	2.32716955e-03	-4.24828264e-17	1.54423629e+00	1.54423629e+00	-1.54117843e-16	-6.91521902e-17	2.61408922e-01	2.56754583e-01
2.377           	3.08869562e+00	-2.23278137e-16	5.19343604e-01	1.07052358e-16	2.28909344e-03	-4.24578722e-17	1.54434781e+00	1.54434781e+00	-1.54096941e-16	-6.91811965e-17	2.61960896e-01	2.57382709e-01
2.3775          	3.08891233e+00	-2.23275488e-16	5.20458814e-01	1.07085855e-16	2.25070369e-03	-4.24330161e-17	1.54445617e+00	1.54445617e+00	-1.54070760e-16	-6.92047280e-17	2.62480111e-01	2.57978704e-01
2.378           	3.08912825e+00	-2.23263354e-16	5.21483104e-01	1.07116485e-16	2.21200427e-03	-4.24085401e-17	1.54456412e+00	1.54456412e+00	-1.54040217e-16	-6.92231370e-17	2.62953556e-01	2.58529548e-01
2.3785          	3.08937320e+00	-2.23245593e-16	5.22429248e-01	1.07144606e-16	2.17299331e-03	-4.23864589e-17	1.54468660e+00	1.54468660e+00	-1.54009255e-16	-6.92363374e-17	2.63387617e-01	2.59041631e-01
2.379           	3.08959120e+00	-2.23251428e-16	5.23572896e-01	1.07179963e-16	2.13367067e-03	-4.23623453e-17	1.54479560e+00	1.54479560e+00	-1.53988059e-16	-6.92633687e-17	2.63920119e-01	2.59652777e-01
2.3795          	3.08980324e+00	-2.23223107e-16	5.24371990e-01	1.07205987e-16	2.09405061e-03	-4.23387525e-17	1.54490162e+00	1.54490162e+00	-1.53950306e-16	-6.92728012e-17	2.64280046e-01	2.60091944e-01
2.38            	3.09000011e+00	-2.23204646e-16	5.25355875e-01	1.07233975e-16	2.05412896e-03	-4.23146559e-17	1.54500006e+00	1.54500006e+00	-1.53916979e-16	-6.92876670e-17	2.64732066e-01	2.60623808e-01
2.3805          	3.09021061e+00	-2.23180690e-16	5.26230936e-01	1.07260348e-16	2.01390899e-03	-4.22915346e-17	1.54510531e+00	1.54510531e+00	-1.53881879e-16	-6.92988102e-17	2.65129377e-01	2.61101559e-01
2.381           	3.09043657e+00	-2.23140325e-16	5.26938239e-01	1.07281407e-16	1.97339799e-03	-4.22704156e-17	1.54521828e+00	1.54521828e+00	-1.53840578e-16	-6.92997472e-17	2.65442517e-01	2.61495721e-01
2.3815          	3.09065799e+00	-2.23105327e-16	5.27682441e-01	1.07303958e-16	1.93259582e-03	-4.22488978e-17	1.54532900e+00	1.54532900e+00	-1.53801561e-16	-6.93037658e-17	2.65773816e-01	2.61908625e-01
2.382           	3.09087558e+00	-2.23066123e-16	5.28367428e-01	1.07325384e-16	1.89150846e-03	-4.22274300e-17	1.54543779e+00	1.54543779e+00	-1.53760492e-16	-6.93056316e-17	2.66075223e-01	2.62292206e-01
2.3825          	3.09108761e+00	-2.23010550e-16	5.28941749e-01	1.07341624e-16	1.85014318e-03	-4.22065316e-17	1.54554380e+00	1.54554380e+00	-1.53711806e-16	-6.92987433e-17	2.66321018e-01	2.62620731e-01
